cement,slag,ash,water,superplasticizer,coarse,fine,age,strength
1.0,0.0,0.0,0.3210862619808307,0.07763975155279502,0.7383720930232558,0.20572002007024584,0.07417582417582418,0.7419957642955027
0.526255707762557,0.3964941569282137,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989,0.4726547900834684
0.526255707762557,0.3964941569282137,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1.0,0.48237199451850005
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186046,0.58078273958856,0.9862637362637363,0.5228603463311324
0.3744292237442922,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945,0.5568705618537437
0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1.0,0.5153855736888003
0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.07417582417582418,0.4250654042606205
0.3744292237442922,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.07417582417582418,0.5421701756571572
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.07417582417582418,0.4604459947676592
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186046,0.58078273958856,0.2445054945054945,0.44524729039491723
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186046,0.58078273958856,0.07417582417582418,0.320044848635854
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989,0.5067895851501184
0.2009132420091324,0.528658875904285,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945,0.4983181761554753
0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.07417582417582418,0.5665877662887755
0.634703196347032,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945,0.6301233337485985
0.08584474885844748,0.5826377295492488,0.0,0.560702875399361,0.0,0.7151162790697675,0.53411941796287,0.2445054945054945,0.46131805157593125
0.547945205479452,0.105731775180857,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1.0,0.6703625264731532
0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.2445054945054945,0.47626759686059555
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.49175824175824173,0.5019309829326025
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.49175824175824173,0.4922137784975708
0.08584474885844748,0.5826377295492488,0.0,0.560702875399361,0.0,0.7151162790697675,0.53411941796287,0.07417582417582418,0.32278559860470907
0.08584474885844748,0.5826377295492488,0.0,0.560702875399361,0.0,0.7151162790697675,0.53411941796287,0.005494505494505495,0.07138407873427184
0.08584474885844748,0.5826377295492488,0.0,0.560702875399361,0.0,0.7151162790697675,0.53411941796287,0.49175824175824173,0.5217391304347827
0.634703196347032,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1.0,0.6252647315310826
0.634703196347032,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.739010989010989,0.6349819359661144
0.634703196347032,0.2643294379521425,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989,0.48361778995888877
0.547945205479452,0.105731775180857,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.49175824175824173,0.6202815497695279
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.07417582417582418,0.4372741995764296
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.016483516483516484,0.45185000622897725
0.4611872146118721,0.211463550361714,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1.0,0.6593995265977327
0.3744292237442922,0.31719532554257096,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1.0,0.6301233337485985
0.22054794520547943,0.3683917640511965,0.0,0.560702875399361,0.0,0.5156976744186046,0.58078273958856,0.49175824175824173,0.4907188239691043
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989,0.495826585274698
0.2009132420091324,0.528658875904285,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,1.0,0.6398405381836303
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.739010989010989,0.4494829948922387
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.07417582417582418,0.345708234707861
0.526255707762557,0.3964941569282137,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.2445054945054945,0.44088700635355677
0.8515981735159818,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.2445054945054945,0.4970723807150866
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.49175824175824173,0.42257381337984307
0.547945205479452,0.105731775180857,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.2445054945054945,0.5996013454590757
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1.0,0.5153855736888003
0.3093607305936073,0.6608235948803561,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,1.0,0.456833187990532
0.634703196347032,0.0,0.0,0.8482428115015974,0.0,0.3808139534883721,0.190667335674862,0.49175824175824173,0.6324903450853371
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.2445054945054945,0.48847639217640465
0.7431506849315068,0.13216471897607124,0.0,0.8482428115015974,0.0,0.3808139534883721,0.0,0.016483516483516484,0.4079980067272954
