page_likes,category,postmonth,postweekday,post_hour,paid,life_time,life_impression,life_users,life_consumers,life_consumptions,impressions_like,life_like,life_page_post,comment,like,share,interactions
1.0,0.5,1.0,0.5,0.09090909090909091,0.0,0.013947914470545155,0.004074030018599421,0.014768854321419209,0.008834702712253733,0.007587253414264037,0.0022677477679256836,0.027411167512690356,0.02518891687657431,0.010752688172043012,0.015274555297757154,0.021518987341772152,0.015787811809283233
1.0,0.5,1.0,0.3333333333333333,0.4090909090909091,0.0,0.05671264189256666,0.0166592773620543,0.12654024294328411,0.11944518066967047,0.08421851289833081,0.010063525837513299,0.11472081218274112,0.25166017861231965,0.013440860215053764,0.025135344160866203,0.03670886075949367,0.025892011367224504
1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.0,0.012067109774636322,0.003427015297662817,0.014681464650878266,0.009188090820743882,0.007334344967121902,0.002027516423334592,0.024736431081608747,0.028165788871078543,0.0,0.012761020881670533,0.017721518987341773,0.012630249447426587
1.0,0.5,1.0,0.16666666666666666,0.4090909090909091,1.0,0.2767945317961407,0.07877809738022118,0.19243205453115442,0.06899902818270165,0.05614567526555387,0.05460295899991511,0.6210855134713003,0.31531944126402567,0.15591397849462366,0.3039443155452436,0.1860759493670886,0.28054941585096305
1.0,0.5,1.0,0.16666666666666666,0.09090909090909091,0.0,0.03886996371544923,0.011736378447741396,0.05785196189810365,0.03542715787613747,0.028882144663631766,0.005112592638083351,0.05786802030456853,0.08861918937485688,0.051075268817204304,0.0628383604021655,0.0620253164556962,0.062046100410483106
1.0,0.5,1.0,0.0,0.36363636363636365,0.0,0.056779219049943964,0.01827411076026933,0.10329459057939351,0.09400123685837972,0.06980273141122914,0.01396863987515195,0.148691917219836,0.23059308449736662,0.002688172043010753,0.029389017788089715,0.04177215189873418,0.029365329965266813
1.0,1.0,1.0,0.0,0.09090909090909091,1.0,0.06354789671663652,0.0170395562091786,0.041247924495324655,0.022616838943369556,0.017956499747091553,0.013424958411077374,0.17750878563061304,0.08472635676665903,0.008064516129032258,0.04814385150812065,0.03417721518987342,0.044047994947900224
1.0,1.0,1.0,1.0,0.36363636363636365,1.0,0.07479943631340087,0.021237041682887092,0.04614174604561741,0.019701387048325823,0.014972180070814365,0.01730478493875907,0.21124560718469348,0.09457293336386535,0.0,0.0628383604021655,0.017721518987341773,0.053520682033470164
1.0,0.5,1.0,1.0,0.09090909090909091,0.0,0.06439120737674904,0.01979612728347535,0.13291968889277286,0.12350914391730718,0.08512898330804249,0.013233495835688985,0.14986333463490825,0.28417678039844285,0.0,0.031129156999226606,0.039240506329113925,0.03031259867382381
1.0,1.0,1.0,0.8333333333333334,0.4090909090909091,0.0,0.024722317772772163,0.007297388872067707,0.0236826007165953,0.015372382719321495,0.012190187152250885,0.003379495080676188,0.04076532604451386,0.04350812915044653,0.008064516129032258,0.021848414539829854,0.03291139240506329,0.02241869276918219
1.0,0.5,1.0,0.6666666666666666,0.4090909090909091,0.0,0.1193173622130247,0.037634989979382034,0.3713187101284628,0.3614276879583002,0.22918563480020232,0.033670319507688305,0.3654041390081999,0.8676436913212732,0.0,0.04505027068832173,0.024050632911392405,0.039785285759393746
1.0,0.5,1.0,0.6666666666666666,0.4090909090909091,0.0,0.015945229191864273,0.004523696238303272,0.01739054443764747,0.010424949200459405,0.00687910976226606,0.002998376180610621,0.03783678250683327,0.03572246393405083,0.0,0.017014694508894045,0.02278481012658228,0.01673508051784023
1.0,0.5,1.0,0.6666666666666666,0.4090909090909091,0.0,0.014474983633115479,0.004111877676370085,0.016079699379533338,0.009364784874988957,0.006272129489124937,0.0029008386422052154,0.03584537290121047,0.0327455919395466,0.0,0.01740139211136891,0.017721518987341773,0.016419324281654563
1.0,0.5,1.0,0.6666666666666666,0.09090909090909091,0.0,0.0128216508915791,0.0038983087503784764,0.020973520929826094,0.011043378390317165,0.008042488619119879,0.0027671760895755853,0.03281921124560718,0.03984428669567209,0.013440860215053764,0.02648878576952823,0.012658227848101266,0.023997473950110516
0.9823147526304007,0.5,1.0,0.5,0.18181818181818182,1.0,0.1250873825190577,0.03547857462116297,0.07672813073494712,0.028977824896192245,0.02063732928679818,0.030568987036538646,0.37243264349863336,0.15456835356079687,0.005376344086021506,0.11156225831399845,0.02531645569620253,0.09456899273760656
0.9823147526304007,0.5,1.0,0.3333333333333333,0.4090909090909091,0.0,0.0544934033133232,0.017220684285652495,0.10967403652888229,0.10601643254704479,0.07162367223065251,0.015086709065391694,0.16228035923467396,0.26402564689718344,0.010752688172043012,0.016627996906419182,0.02278481012658228,0.017050836754025894
0.9823147526304007,1.0,1.0,0.3333333333333333,0.09090909090909091,0.0,0.008233375128993243,0.002172635782977926,0.013458009263305077,0.010071561091969255,0.007030854830551341,0.001174966087642897,0.015892229597813355,0.02610487749026792,0.005376344086021506,0.007733952049497293,0.015189873417721518,0.008525418377012947
0.9823147526304007,0.0,1.0,0.16666666666666666,0.5,1.0,0.2941933622574095,0.10021969664201162,0.14830027090797868,0.09665164767205583,0.08325746079919069,0.0830378608211577,0.7719640765326045,0.2972292191435768,0.04032258064516129,0.13109048723897912,0.02531645569620253,0.11256709820018945
0.9823147526304007,1.0,1.0,0.16666666666666666,0.09090909090909091,0.0,0.02048357208641715,0.006252973744539123,0.01057415013545399,0.006802721088435374,0.005209914011127971,0.004011682829600114,0.04244435767278407,0.021067094114953056,0.010752688172043012,0.010440835266821345,0.021518987341772152,0.011840858856962426
0.9823147526304007,1.0,1.0,0.0,0.45454545454545453,0.0,0.0075065744942910085,0.0020320587684011706,0.00978764310058551,0.006979415142680449,0.005159332321699545,0.001398941175833088,0.018059351815696994,0.020838103961529655,0.0,0.006573859242072699,0.010126582278481013,0.006630880959898958
0.9823147526304007,0.5,1.0,0.0,0.09090909090909091,0.0,0.014480531729563586,0.0040515016508787865,0.016691427073319935,0.011750154607297465,0.008851795649974709,0.0027039573146831926,0.0337172979304959,0.03389054270666361,0.008064516129032258,0.012761020881670533,0.015189873417721518,0.01278812756551942
0.9823147526304007,0.0,1.0,1.0,0.4090909090909091,0.0,0.006358118529532517,0.0017094525426416944,0.0005243380232456523,0.0005300821627352239,0.000556398583712696,0.0014711912042815367,0.018274111675126905,0.0013739409205404168,0.0,0.0,0.0,0.0
0.9823147526304007,0.0,1.0,1.0,0.4090909090909091,0.0,0.017842678177117433,0.005661829375549692,0.009525474088962685,0.008392967576641047,0.006120384420839656,0.0051613614072860544,0.0559156579461148,0.02221204488207007,0.0,0.0030935808197989174,0.002531645569620253,0.002841806125670982
0.9823147526304007,1.0,1.0,1.0,0.09090909090909091,0.0,0.013787019673550005,0.0038910996727078736,0.014594074980337324,0.009629825956356568,0.006777946383409206,0.002164791477386644,0.027040218664584146,0.030684680558735973,0.0,0.013921113689095127,0.030379746835443037,0.015156299336911904
0.9823147526304007,0.5,1.0,0.8333333333333334,0.4090909090909091,0.0,0.04577179569689639,0.013268307452744496,0.11640304116053482,0.11140560120151957,0.07486090035407182,0.008233793867056334,0.09777430691136275,0.22578429127547514,0.008064516129032258,0.0191415313225058,0.024050632911392405,0.019103252289232712
0.983072445799108,0.5,1.0,0.8333333333333334,0.09090909090909091,0.0,0.044639984021482226,0.01309709185806768,0.1321331818579044,0.12836823040904674,0.0860900354071826,0.008759412824018799,0.10027333073018352,0.2727272727272727,0.0,0.017014694508894045,0.02278481012658228,0.01673508051784023
0.983072445799108,0.5,1.0,0.6666666666666666,0.45454545454545453,0.0,0.10715593479877054,0.03025379557939357,0.24442890850301494,0.22281120240303914,0.17253414264036418,0.015516596734659964,0.18719250292854353,0.40531257155942296,0.026881720430107527,0.07965970610982212,0.09113924050632911,0.07799179033785918
0.983072445799108,1.0,1.0,0.6666666666666666,0.09090909090909091,0.0,0.012427736043763385,0.0033666392721715182,0.017740103119811237,0.010159908119091792,0.0070814365199797676,0.00184689135221347,0.02356501366653651,0.03595145408747424,0.0,0.019334880123743233,0.021518987341772152,0.01847173981686138
